review,sentiment
Berguna dan bagus gambarnya,1
"telah diterima dengan baik, tapi blom dicoba.. masih tersegel..",1
Sesuai barangnya,1
"Belum sempat dicoba, pengiriman cepat, packing buble nya tebal bgt",0
"Suka sama sellernya yang aktif, responsif dan solutif",1
"Pengiriman cepat, packing aman, tapi belum dicoba ke mobil,mudah2an aman dan awet.terimakasih",0
packing rapi. wkt kiriman std. brand nya kalo dr review ckp positif. saya blom pasang nunggu bengkel antrian. jd sementara bintang 5 buat brand dan seller kalo kualitasny... ,1
"produknya sesuai deskripsi, penjualnya responsif, & pengirimannya cepat",0
"uda dipakai berfungsi baik, kelemahan nya cm1 nda ada indikator baterai, selebihnya mantap sesuai harganya",1
"barang sampai dan semuanya OK 

tapi pas datang, box agak penyok tapi untungnya isinya gaklapa",1
nice.. best value ini kamera,1
Thank You,1
"cakep, puas, barang bagus",1
"Bahan terlihat sangat berkualitas, fitur banyak, semoga awet.",1
"mudah diinstal & gak ribet menu2 displaynya, bs playback lngsung di layar & hp jg..",0
Berfungsi dengam baik,1
pengiriman cepat. produk sudah terpasang sesuai expetasi. semoga awet,1
"Product bagus dan berfungsi baik. 
Pengiriman cepat dan respon jg baik. 
Top 👍🏻",1
semoga bisa awet lah....,1
"Sudah diterima dan dites bisa berfungsi, semoga awet",1
"Barang sesuai berfungsi dgn baik, cuma pengirimannya lama sekali.",1
"saran saja kalau mau pasang di toko rekanan, lebih baik langsung siap dengan microSD dan fuse adaptor nya supaya lebih murah.",1
"Produk sesuai deskripsi, sudah terpasang.",1
barang original fungsi normal 👌🏻,1
Mantap!! 👍👍👍👍,1
barangnya sesuai pesanan.pengiriman cepat,1
"Berfungsi baik, mudah dalam pemasangan dan mengoperasikan. Memory card harus yang sesuai. Kl update firmware mesti setting ulang lagi.",1
"Barang sesuai dan bagus, packing rapi dan aman, pengiriman sesuai estimasi. Good seller! Terima kasih!",1
recommend seller barang berkwalitas dan sangat baik,1
ga usah repot pakai kurir cepat. nyampe nya bakalan lama.,0
Oke tinggal pasang aja. Terima kasih,1
"respon cepat, pengiriman cepat, barang sesuai pesanan.. belum dicoba/dipasang semoga tidak ada kendala & awet dashcam nya..recommended 👍",1
"barang lengkap, pengiriman cepat, packing mantap⭐️⭐️⭐️⭐️⭐️",0
Mantap sesuai deskripsi. Packing tebal.,1
"Barang sesuai pesanan, pengiriman cepat, barang belum di coba, semoga tidak ada masalah dan awet, recommended seller",1
"barangnya bagus, hasil rekaman lumayan bagus dan jernih. pemasangan juga sangat mudah.",1
Pesanan sudah sampai sesuai deskripsi…..Terima kasih,1
"Barang Segel , belum di buka semoga aman .. karena mau pasang di bengkel 🙏🏻 dan barang nya original",1
"Barang sesuai deskripsi dan pengiriman & packing sangat baik. Recommended seller.
Performa belum bisa diulas, karena belum terpasang.",0
Sesuai ekspektasi.  Sangat berguna untuk pengamanan di jalan.  Rekaman jelas dan berkualitas dengan resolusi tinggi.  Baik siang ataupun malam.  Pasang di bengkel rekanan... ,1
okeh,1
mantap sesuai ekspektasi,1
"Barangnya aman, tidak ada masalah, pengiriman cepat, tinggal tunggu kualitasnya di uji setelah di pasang di mobil dengan benar, thank you seller",1
mantab semoga awet,1
Kualitas kondisi lampu di garasi mati dan hanya lampu yang di dapur yang nyala,1
"mantap jernih jossss merekam semua kejadian dengan baik, rekam masa lalu gak bisa bos apa lagi masa lalu yg pahit",1
"bagus, sesuai dengan pesanan",1
Berfungsi dgn baik..puas,1
produk original mantap,1
Mantulllll,1
Proses dan pengiriman 2 hari. Packing aman bubblewrap. segel plastik. Berfungsi baik. Pemasangan tanpa kit cukup mudah bisa DIY. minus: tampilan kamera blkg tdk bs masuk... ,0
"gambar jernih, mantab, pas dicoba abis pasang langsung dapet ngrekam ***** 1 dijalan",1
"product oke, seller ramah, tp memang agak hangat untuk 70mai, tp so far noprob masih fungsi normal",1
"tinggal pasang kamera belakang semoga lancar d, ini jg dibantuin kaka pasang kamera depannya, lumayan hemat biaya pasang 😄",1
"Terimakasih kak, 70mai dash cam pro plus sudah diterima. Barang sesuai dengan deskripsi seller, packing aman 👍🏼

Recommended seller ⭐️⭐️⭐️⭐️",1
Repeat,1
orderan ulang,1
sesuai deskripsi gan mantab thx,0
"top lah, rekomended. biar rapi pasangnya dibengkel",1
"Fast respond, good product, fast delivery",1
bungkus buble tebal.. mantap,1
Ok makasih kak. kamera blm sempat di pasang. mudah mudahan berfungsi normal.......,1
"produk sesuai deskripsi,.cm saat pemakaian bodynya agak panas.. dlu pakai yidashcam dan junsun spion dashcam tidak sepanas ini, semoga ini awet",1
"Mantap, keren barangny, semoga awet 👍👍",1
Beli lagi buat mobil lain. Sejauh ini paket lengkap dan packingnya rapih tidak ada cacat. Semoga jalan seperti yg pertama. Mantap,1
barang original sesuai deskripsi pemasangan mudah koneksi baik kualitas baik layanan penjual baik ramah pengiriman cepat,1
"sy tidak bisa memberi ulasan krn belum terima paketnya & salah pengiriman, any way terima kasih sudah dpt gantinya",0
"Barang sudah diterima, package nya bagus, aman barang yg di terima & cepat",1
"barang sudah sampai dengan selamat, semua lengkap, tp blm dipasang, mudah2an nyala semua dan awet, terima kasih..",1
"Dashcam bagus, pengiriman cepat, barang sesuai",0
makasi gan👍👍👍,1
Barang sesuai deskripsi .. kualitas bagus. Pengiriman barang juga cepat . Terima kasih,0
makasi gan👍🏼👍🏼👍🏼,1
"Barangnya baru sampai, udh sy unbox, tp belom sy pasang, semoga awet dashcam70mai🙏🏻, packing rapi bubble tebal tq admin",1
"Barang nya bagus, kualitas mantap",1
Sampai dengan selamat belum tp belim di coba... Semoga awet,1
"Dipasang di bengkel rekanan 70mai (otopartID tangerang), tidak bisa emergency recording dan parking surveillance.
Settingan sensitivity sudah high semua, tp mobil digoyan... ",1
Biar Bintang Berbicara... Top,1
"pasang gampang, hanya saja berisik, suaranya sudah di paling kecil, tetap keras, akhirnya dimatikan. cam belakangnya belum dipasang, masi cari cara masangnya.

kalau kaca... ",1
barang bagus.. pelayanan cepat..,1
"bekerja dgn baik, produk kokoh dan tidak murahan.",0
Paket aman sdh di unboxing tapi belum di test,1
"Bagus mantap, mudah di setup",1
Kualitas sangat baik,1
"Barang berfungsi dengan baik, sesuai dengan yang diharapkan.",1
"Produk berfungsi dengan baik dan mudah dipasang
untuk fitur ADAS saya matikan karena terlalu aman jadi berisik hehe
untuk pemasangan wire kit cukup mudah namun memerlukan... ",1
keren good mantap,1
"barang berfungsi dengan baik, pemasangan relatif mudah sesuai instruksi..",1
"Mantab barangnya, semoga berguna dan awet barangnya. Seller responsif dan tentunya recommended untuk calon pembeli. Trims",1
"kualitas bagus. beli dengan tambahan hardware kit agar colokan lighter bisa tetap free. pasang di bengkel rekanan 70mai di bandung dgn biaya tambahan, sangat rapi karena... ",1
"Barang original,berfungsi dengan sangat baik,bermanfaat sekali digunakan selama perjalanan supaya bisa merekam kejadian selama perjalanan. admin jg sangat respon dengan b... ",1
"kameranya bisa dipake, top lah",1
barang bagus belum di pasang di mobil semoga ngak ada maslaah :),1
bagus berfungsi dengan baik,0
"bagus, udah dipasang dan berfungsi baik",0
"Mantap,,, bermasalah di memory card, di keterangan penjual bilang memory card harus yg bagus, tp penjual sendiri ngirim memory yg biasa, akhirnya bermasalah. lebih d perh... ",1
"Barang sesuai deskripsi
Mendarat dengan aman
Berfungsi dengan baik",0
"Dash cam ori dengan tambahan garansi, sudah dicoba tes hasilnya OK, tinggal pasang di mobil, semoga awet",1
pelayanan oke banget,1
"Pengiriman cepat aman, barang ok👍",0
"belum di pasang, semoga gak ada masalah...",1
"Barang yg di terima baik, utuh, lengkap, kualitas bagus, sesuai pesanan, rekomende seller",1
"sdh diterima dengan lengkap dan tanpa cacat, belum dicoba pakai....terima kasih seller...JNEemang mantap",1
Komplit mantap,1
Baramv berfungsi normal,1
Bintang 4 karena dia sistemnya ternyata TIDAK PLUG N PLAY kalau agan sumber powernya pakai aki dan bukan pakai lighter. Unit mobil Xpander,0
"70mai dash cam pro plus + rear cam set. Rapih tp blm dicoba, semoga lancar",1
"oke. sesuai orderan. 

kabel power panjang sehingga bisa di colok di bagasi mobil jd clean mobil nya semua kabel lewat atap",1
"Kemasan double wrap padahal tidak request, berfungsi dengan baik, untuk kualitas foto terlampir.. dipasang oleh referensi dari penjual, dan berfungsi dengan baik.. semoga... ",1
berfungsi 100%  pasangnya mudah,1
"barang sesuai pesanan , respon bagus dan pengiriman cepat",0
BELOM DIPASANG,1
good product and fast response,1
"terima kasih sudah mengirimkan pesanan saya.
sejauh ini untuk packing pengiriman baik dan rapi. Unitnya juga ok sesuai dengan yang dijual di etalase. Namun belum dipasang... ",1
4 aja bintangnya. krn pas Parking nyala untuk sensitivitas nya itu kurang peka. kamera parking baru berjalan ketika di gedor kaca kabin depan mobil. atau gedoran bodi yg... ,1
"Berfungsi dengan baik sesuai harapan, Pengiriman juga cepat.",0
Mantappp sudah terpasang di innova reborn,1
"Pakcing rapi aman  , ini pembelian yg kedua kali .. bagus kualitas harga bersaing",1
Mantap gambar jernih fitur berfungsi baik trmksh,1
"Ada sedikit issue. Namun seller sangat bertanggung jawab.

untuk kualitas gambar, sesuai dengan review2 yang sudah ada. Gambar cukup jernih walaupun gelap",1
"Pengiriman cepat, 

 Ini pembelian 
 yg ke 2👍",0
"bagus, cuma masih bingung connect kamera belakang ke hp",0
"barangnya bagus, sesuai deskripsi, pengiriman cepat",0
"Fast response, barang nyampai sesuai janji kurir next day, tidak ada cacat, sdh bisa on, tp belum dicoba",0
"pemasangan mudah, bisa pasang sendiri. mudah2 an awet 👍",1
produk terlihat bagus...packing aman. respon dan pengir8man seller pun oke. terimakasih seller,1
best value for.money,1
top. top. top,1
Siipp,1
"penjual fast respons, packing bagus dgn buble wrap, barang diterima sesuai foto n deskripsi produk n sesuai pesanan",1
"packing rapi, pengiriman cepat, barang original",0
"packingnya aman dan produknya sesuai, seller sangat membantu",1
received.........,1
"Barangnya bagus, sesuai expetasi,
Seller ramah dan amanah",1
sudah diterima. tp belon dipasang,1
Barang sdh kami terima kondisi bagus,1
"mantap barang oke, packingnya jg rapih, pemasangan jg engga terlalu sulit, cmn untuk hardware kit perlu tambahan fuse tab",1
"Produk sesuai deskripsi, pengiriman cepat dan akurat, seller responsif utk menjawab pertanyaan2...",0
"sesuai dengan pesanan,pengiriman cepat,belum dicoba pasang,mudah2an tidak ada masalah",1
berfungsi dengan baik mantap,1
best.,1
"Hasil perekaman gambar/video sangat tajam namun untuk perekaman audio kurang begitu jelas. Ntah ada settingan dari saya yg kurang atau tidak kompatibel, saya kurang tau.... ",1
"barang sampai dengan cepat dan sesuai deskripsi, bisa nyala dan normal kamera.",1
dashcam sekarang menjadi peralatan yg wajib ada di mobil,0
"baru diterima, blm ditest..
semoga aman dan awet",1
"Barang berfungsi baik sudah saya gunakan >1 bulan. Dikirim dengan cepat dan aman. Recommended. 

Untuk instalasi saya melalui bengkel mobil yang berpengalaman, jadi mu... ",1
mantap ini orderan ke 3,1
"bagus, pengiriman n packing oke. sayangnya utk perekaman ga bisa dua2nya, depan belakang. harus gantian switch manual.
atau saya belum baca lengkap ya?",0
Good cam. Clear views at night.,1
paket sudah diterima dengan baik. packing rapi. mau di pasang segera. Seller responsif dan penjelasannya sangat informatif dan membantu. Best and recomended seller.,1
pembelian kedua selalu ada duanya,1
"pengiriman cepet bgt, sudah dicek barang sesuai foto tp blm dicoba nyala atau tidak. semoga aman.",1
"seller informatif, responsif, packing rapi dan aman, barang istimewa dan sesuai deskripsi",1
Mantap beningg udah lebih dari cukup,1
"Goods as it looks, good service, good quality, recommended",1
"Barang diterima dengan baik, packaging baik, belum dicoba install, semoga berfungsi.",1
"packing aman rapih, penjual respon cepat, hari yang sama dikirim, ekspedisi Alhamdulillah cepet, barang OK, udah di pasang dan dicoba hasil super. semoga awet. terima kas... ",1
"pengiriman cepat, hasil kameranya good,,,,top",1
Produk sdh diterima namun blm dicek dan dipasang nanti akan diulas lagi thanks seller,1
"pilihan pas utk dashcam. kualitas okey, friendly user. thank",1
"barang oke banget, berfungsi dengan baik. cs gercep bales chat untuk mengarahkan dan sangat informatif walau ditanya ini itu. --- sekilas info, sd card yg dicolok harus f... ",1
"Sudah dipasang dan dicoba.
Siang hari gambar jelas. Malam hari belum dicoba.",1
Gambarany mantep banget,1
"Produknya BAGUS. WDRnya MANTAB. Best Value menurut saya. Pemasangan mudah, penggunaan mudah. Isi package sudah termasuk installation guide dan tool. Recommended product.",1
Biarkan bintang yg berbicara,0
"Pengiriman cepat, packing bagus pakai buble, masih segel, blm buka lihat isinya..",0
.,1
"packing bagus dan asli produknya, tapi produknya belum di coba..semoga awet yaa...",1
"Barang sampai dengan aman, mantabb",1
Packing rapi dan pengiriman cepat,0
"Unit berfungsi baik, pemasangan kamera depan belakang cukup mudah. Tapi utk pemasangan rekaman parkir harus bawa ke teknisi.",0
"mantap, ini order ke2, video nya mau tak share tapi terlalu besar ukuranya, waktunya jg lebih dr 30detik",1
rshskcofjdvhajalalksnshz,1
"paking nya rapih, brg blm dipasang ,smoga berfungsi baik & awet",1
mantap ini eii smoga awet,1
"fast reponse, packingan bagus, barang sesuai deskripsi",0
"kualitas jagoan, pembelian kedua dari merk yang sama. beda tipe si, hasil video masi tetap top, pelayanan juga mantab. recommend purchase dengan price point yang lumayan... ",1
"Barang belum dicoba, mudah2an sesuai ekspektasi",1
"blum sempat dipasang, insya Allah barangnya mantap.. pengiriman cepat, packing sangat baik dan aman.",1
Mantap. Berfungsi dengan sangat baik,1
hasil super tajam bersih sekali,1
bagus bgt sudah dipasang dan berfungsi sangat baik hasilnya jernih,1
Baguuuussss,1
"bagus hasil rekaman vidio nya,, rekomend bnget. sesuai dg harga nya 👍🏼👍🏼👍🏼
saran saya packing nya agak di pertebal karna kemarin barang sampai box nya agak penyok s... ",1
"Lenkap, cara pasang kamera depan belakang mudah, untuk ADAS belom gue pasang, nyoba di malam hari minim penerangan juga aman",1
"sebenernya pengiriman cepat, namun respons proses pengiriman oleh seller sangat lama. di chat gak dibalas2.
untuk barang, belum sempat dipasang karena barangnya sampe kel... ",0
"bagus dan lengkap, semoga awet",1
produk sesuai yang diinformasikan dan berkualitas baik untuk pengaman mobil. Karena melalui official store kemasan sangat rapi dan pengiriman cukup cepat,1
"packing bagus
delivery sesuai
respon cakeep banget dilayani
tinggal Minggu depan pemasangan

smoga awet",1
"pasang nya di richz auto design kb jeruk, mantappp!! semoga awet...",1
barang sesuai pesanan.. packing rapih dan aman goncangan.. belum docoba semoga hasilnya sesuai review di youtube..,1
"kondisi barang amann dibungkus bubble wrap tebel, tp masi blm dipasang..barang original mantapp",1
"Produk bagus,pengiriman cepat,packing aman.kualitas kamera bagus.udah berhasil pasang sendiri dengan bantuan tutorial di youtube..ada alat bantu untuk memasukkan kabel di... ",1
Pengirimannya cepat dan packingannya rapih.,1
"Pesanan sesuai, kiriman cpt dan aman. Thx",1
"belum dipasang...
tapi barang datang kondisi aman...",1
produk sesuai yang diinformasikan dengan bahan yang baik dan bermanfaat sebagai kamera mobil.,1
"barang nya berfungsi dengan baik, kualitas mantap. 
barang 2 hari sampai. terbaik...",1
"Kualitas josss, sangat baguss",1
jernih,1
"Baik sekali, berfungsi dengan baik",1
"seller fast response pengiriman cepat.
kualitas gambar bagus & jernih. ada opsi untuk emergency recording & rekam suara dalam kabin. pemasangan & setting nya... ",0
pengiriman cepat dan barang berfungsi dengam baik. Tidak panas seperti yang dilaporkan bebedapa orang direview.,0
Kualitas baik,1
"memasangnya mudah, dalam boxnya sudah disediakan alat bantu pemasangan termasuk alat bantu buat ""nyelipin"" kabel.
kualitas rekamannya juga bagus, jarak pandang ka... ",1
pemasangan cukup mudah dan kualitas baik,1
mantabss sudah sampe tinggal di pasang nanti,1
"Packaging rapih, dapet car charger buat lighter socket + tools buat nyelipin kabel nya. DIY bisa ga sampe 1 jam terpasang rapi kabel” tersembunyi",1
"ok,blm dicoba..mdah2an gk ada mslah 👌",1
"overall satisfactory. memuaskan , sebelumnya saya pakai dashcam yang kamera depan saja dan tanpa layar. sudah cukup bagus, dan upgrade ke front + rear cam tambah puas. ap... ",1
"mantab, berfungsi dengan baik, pengiriman cepet juga",0
bagus barang aman packing tebal,0
Barang sesuai deskripsi,0
diterima dengan baik tp belum dicoba,1
sesuai deskripsi. barang berfungsi dgn baik. seller fast response,0
"Packing ok, barang ok...",1
"produk bagus, pengiriman cepat, packing aman, recommended seller!",0
"kameranya bagus, cuma konektivitas GPS saja yg kurang kuat, sering tidak terbaca.. kadang muncul kadang hilang pembacaan speed dan koordinat nya",1
"Pemasangan mudah, Berfungsi dengan baik, gambar cukup tajam dan jelas. Harga best buy. Sukses ...maju terus...",1
pengiriman cepat dan barang sampai dengan selamat. Pemasangan bisa sendiri serta semua fungsi beroperasi normal. kualitas kamera cukup jernih. Thanks 70mai.,1
kualitas video jernih,1
Mantab recomended,1
berfungsi baik. hnya saja bengkel rekanan yg direkomendasikan oleh admin terlalu mahal mematok harga jasa pasang nya. 3x lipat dr biaya pasang di bengkel yg malah bukan r... ,1
"barangnya datang dengan lengkap proses pengiriman sangat cepat. jangan takut rusak di jalan, karena seller bungkus pakai bubble wrap tebal sekali.

belum dicoba pasang, s... ",0
"alhamdulillah sdh mendarat dgn aman, barang komplet, respon cepat, terima kasih",1
belum dipasang semoga berfungsi baik,1
barang kualitas bagus,1
"barang sdh sampai packing rapih,,blm dicoba.terimakasih",1
"Alhamdulillah sudah terpasang di mobil dengan baik, semoga tidak ada masalah",1
"oke kualitas bagus, hasil perekaman sangat jelas, hanya kadang2 sensor emergency video nya nyala otomatis saat melalui jalan yg bumpy. overall worthed, semoga awet. terim... ",1
kualitas oke dan proses pemasangan mudah,1
Bagus banget,0
mantul ⭐️⭐️⭐️⭐️⭐️ semoga awet!,1
Mantaps,1
barang oke,1
"Barang sesuai deskripsi, pengiriman cepet. Berhasil dipasang sendiri di CRV 2022.",0
sudah diterima. original. belum dipasang. semoga berfungsi dengan baik dan awet...,1
mantap sesuai deskripsi,1
mantap jaya barang nya tinggal di pasang di mobil aja,1
"Packing aman, kirim cepat.
hasil perekaman video kamera depan bagus sekali, kamera belakang cukup bagus.
Pemasangan cukup mudah, atau bisa sambil liat tutorial di youtube... ",1
"gambarnya jernih, hanya kurang di storage maksimum yang masih terbilang kecil.",1
Kualitas bagus masangnya gampang. Jos gandos,1
"produk sesuai, lengkap, packing aman, berfungsi semua dgn baik",1
"bagus, pemasangan mudah, tapi dashcam yg depan agak cepet panas ya",1
"belum dipasang

tapi ini pembelian ke-4 di lapak official yg sama, yaahhh harusnya aman",1
"sdh di Terima tinggal pasang di mobil,, mudah""an awet",1
"Pembelian kedua dengans seri yang sama untuk mobil yang berbeda karena ya bagus, tapi memang ambil gambar via wifinya cukup lemot hehehe...",0
barang ok,1
"Pengiriman cepat, barang sesuai

****************************",0
mantap euyy... pertama kali beli dashcam. masang sendiri gampang banget tinggal ngikutin tutorial YouTube.,1
"Produknya sudah pasti original, kualitas bagus, hasilnya blm ketahuan karena belum dipasang, semoga berfungsi dengan baik dan bisa bertahan lama. Packingnya sangat aman,... ",0
"Barang sdh sampe, tpi blm sempet buka dan install, semoga berfungsi baik",1
Sudah diterima tp belum sempt di coba. Semoga berfungsi baik dan awet,1
Sangat2 berguna untuk menghindari yg tidak2,1
"sudah confirmed utk slot tanggal pemasangan, cmn kendala typo no hp di form pemasangan, jdi no wa tidak terhubung, jdinya slot sy dibatalkan. ada beberapa cara untuk konf... ",0
josss mantabh,1
"Cepat pengiriman ,Alatnya sesuai Depcription",0
"sejauh ini puas, hasil jernih.. mantapp",1
sudah dipasang dan berfungsi normal,1
Jernih,1
"Mantap
kamera belakangnya cuma bisa video",1
"barang bagus pastinya..resmi,setting mudah,seller responsif dan komunikatif..hasil rekaman jernih cukup dengan harga segitu dapat brang bagus dan berguna",1
sesuai,1
"barang bagus, ori, mudah dipasang sendiri",1
Pengiriman cepat dan kemasan aman. Kualitas video cukup baik (plat nomor terbaca) pada kecepatan rendah dan jarak antar-kendaraan yang dekat (macet) baik pada siang maupu... ,0
"pembelian kedua, mudah-mudahan pembelian kedia ini produknya masih memuaskan seperti yang pertama",1
"packaging ok, barang ok, testing ok. 
Mudah2an saya bisa masangnya dimobil hahah. Tks mimin",1
"barang sesuai pesanan, packing rapi, barang cepet sampai dan seller ramah. rekomended. thank you gan. sukses selalu.",1
barang cepat sampai...semoga Awett...,1
"lumayan bagus, tapi ya sesuai harga.
Tepi gambar hasil rekaman kamera depan terdistorsi seperti lensa eyefish. unit panas banget saat screen nyala terus",0
"barang sesuai deskripsi, mudah pemasangan sesuai petunjuk & berfungsi normal",1
"packing aman. rapih, tinggal pemasangan mudah2an gk ada masalah. thanks seller",1
Mantapp 👌,1
"barang sesuai deskripsi, ori, penjual responsif, pengiriman sangat cepat dan aman, kualitas tinggi, harga bersaing",1
"Baru dipasang, kualitas bagus, barangnya mewah",1
Belum dicoba.,1
"Diterima dgn baik, segel aman. Tinggal install.
Semoga berfungsi dgn baik dan awet 🙏",1
Belum dipasang,1
"barang berfungsi. ada titik koordinat tapi tidak bisa melihat historis rute, hanya koordinat saja. (di deskripsi disebut fungsi pelacakan rute)",0
JOSSSS,1
"Bagus , jernih berfungsi dengan baik",1
"barang bagus, tinggal dipasang saja.",0
lumayan bagus. adas berfungsi walau kadang tidak selalu bekerja tgl disesuain ma letak kameranya. sama malem ga telalu jelas ya gambarnya.,0
Sesuai deskripsi. Keep up the good work. A +,1
masih segel. blom dibuka,1
"Respon seller 5star dlm handling komplain..Sabar dan tetap helpfull.
Barang yg diterima Cacat Pabrik..",1
Sip...,1
Kamera berfungsi dengan baik.,1
berfungsi dengan baik setelah dikasih mmc yg khusus dashcam,1
sudah test nyala. belum di pasang dimobil. respon seller cepat sekali,1
Mantab …. Sdh power on test langsung on ….,1
"Bekerja dengan baik. Pengiriman cepat, produk sesuai, packaging baik. Semoga awet dan berguna. Terima kasih!",1
sip mantap,1
"sudah terpsang, namun GPS atau KM tidak berfungsi.",1
barang berfungsi dengan baik 👍,1
"joss barang original, makasih Gan, semoga awet",1
dash cam bagus.  tips utk yg Mau beli Micro SD harus yg class 10 serta merk original. Dan perhatiakn Read/write di micro SD,1
Langsung dipasang dan aman,1
"Berfungsi dengan sangat baik.. gambar jernih, pemasangan mudah",1
belum unbox mudahan awet,1
"Dilayani oleh seller dengan baik... produk sesuai pesanan, ada sempat salah pesan tapi dikasih advice oleh seller... mantap",1
Barang bagus. Sesuai deskripsi. Bisa merekam suara dan ada fitur ADAS nya. Untuk cumi cumi darat disarankan beli yg cam belakang juga👍,0
Finishing product bagus …. Delivery mantab …..,0
"👍👍👍
semoga dalam pemakaian awet",1
"sippp... sesuai, masih segel & aman... blom sempet pasang",1
mantul dan pertahankan reputasimu,1
"Mantap berfungsi maksimal, layanan memuaskan",1
"barang bagus, pengiriman cepat, seller responsif",0
😭,1
Barang belum dicoba tapi dijamin bagus,1
"Barang Cepat dan Sampai dengan aman serta rapi. semoga awet dh, mantap 👍",1
"Fast respon, barang sesuai deskripsi n packing rapi",1
terima kasih...semoga bermanfaat,1
Kecil tapi pedas 👍,0
"mantap barang sampai dengan selamat, kualitas sangat baik",1
"Barang berfungsi dengan baik, mudah2an awet",1
"Hasil kamera nya bagus, jernih, keren pokoknya",1
"Pengiriman lancar dan barang diterima dengan baik. sudah pembelian kedua, 70mai cukup bisa diandalkan dan sejauh ini tidak ada masalah, bisa pasang sendiri dan rekaman bi... ",1
barang sudah diterima kondisi baik dan cepat sampainya,1
ok sesuai sampe saat dipakai,1
"Aman dashcam sudah terpasang, berfungsi dengan baik 👍",1
belum saya pasang...tapi buat toko dan kurir nya is the best deh,1
very good,1
bagus banget,0
Blom dipasang. Semoga aman,1
"barangnya bagus, baru unboxing.. mudah mudahan berfungsi normal setelah di pasang..",1
bagus👍👍👍,1
trimakasih pak juragan paket cepat diterima aman dan mantap👍,1
barang bagus. pasang gampang,1
Sesuai deskripsi dan respon cepat,1
"kamera sudah sampai kondisi lengkap, cuma sayangnya plastik buat nempelin di kaca tidak dikasih cadangan",1
"produknya bagus bgt, camera depan & belakang nya jernih, pemasangan nya mudah, bisa dipasang sendiri dirumah, tinggal liat youtube aja caranya gampang bgt. untuk conn... ",1
"barang ori, paking sangat baik, kualitas produk sangat baik. recomended seller",1
tinggal setting adas nya ini blm bisa bisa euy,0
Normal semua sudah pemakaian 2 minggu,1
sampai dengan selamat,1
"mudah dipasang & berfungsi dengan sangat baik
mudah2an awet",1
"Pengiriman dan Packing mantap buble warp tebal,

Belum dicoba, semoga setelah dicoba tidak ada masalah",1
"dashcam kameranya jernih jelas, ada ADAS, cara pasang mudah, bisa pasang sendiri, rekaman mudah di download,",1
berjalan dgn baik semoga awet,1
"blm dipasang ,semoga bagus",0
belum dibuka semoga ga ada msalah....respon ok...pengiriman ok...recomend...,1
Bagus ni,0
"kemasan mantapp, barang asli dan baru..",1
"barangnya OK.. sangat jelas saat di siang hari.. untuk malam hari, plat nomor kendaraan agak susah dilihat dikarenakan silau sorotan dari lampu.. 
untuk pemasangan saya m... ",1
baru kasih ulasan setelah dipasang. 70 mau mantap kualitas dashcamnya.... hasilnya jernih sekali dipasang nya juga mudah oleh teknisi tekanan 70 mai.,1
"Barang sesuai, pengiriman cepat",0
"packing mantap,  mendarat dgn selamat",1
"Belum sempat dipasang. Semoga oke. 
Isi paket lengkap sesuai deskripsi.",1
"-Barang sesuai deskripsi foto
-pengiriman cepat
-packing aman dan rapih
-penjual ramah",1
"barang ok, tapi untuk mobil 7 seater kabel rear camera kurang panjang jadi perlu modifikasi kalau lewat bawah.",1
"bagus, pemasangan sendiri pun mudah",1
barang sdh smpai.tinggal pasang hehe,1
"keren, masangnya mudah, toolkitnya sgt membantu, inget yah gaes masangnya harus di atas stiker electrostatis, jd kalo salah msh bs dilepas dan digeser.",0
sesuai diskripsi dan diterima dengan baik,1
belum d pasang semoga awet hehe,1
"belum dipasang, packing aman. review menyusul",1
alhamdulilah brg mendarat mulus sesuai harapan...seler responsip...peking ny juga aman bgt...trmksh seler dan abang kurir,1
Barang sesuai ekspektasi tp belum di coba. Seller mantab,1
Diterima dengan packing baik. Belum dicoba pasang tapi semoga bermanfaat,1
ok sudah datang. thanks min.,1
"packing aman, kelengkapan komplit",1
"Mantap, di kasi compliment tambahan, bintang5 topp",1
"barang ny cepat sampai,dan bagus.",0
OK lah,1
👍👍👍,1
"Respond penjual sangat baik dan cepat, untuk proses pengirimannya juga sangat cepat dan aman (bubbles warp sangat tebal), untuk produknya bagus dan berfungsi dengan baik,... ",0
"Packaging rapi. aman, respon cepat",1
kualitas ok. mau lebih ok lagi pakai 4K.,1
original segel complete dengan kitnya.. dikasi bonus mirror cleam film.. mantap!,1
"blm dipasang, semoga semua beres",1
"barang sesuai pesanan, kualitas barang original. berfungsi dengan baik",1
Semoga awet dan tidak ada malfungsi,1
mantap.dah barang okeh,1
"seller response nya bagus
barang diterima dgn bIk",1
Kualitas sesuai harga dan penjual mantap,1
udah kepasang ....siip,1
paket dibungkus rapi dan aman pke buble,1
"packing sangat aman, bubblewrapnya tebel, kardus segelan, isi lengkap aman ga ada lecet juga, semua oke tinggal dicoba aja, semoga berfungsi dgn baik",0
produk dgn kwalitas sangat baik dan pelayanan cepat,1
"Barang sesuai pesanan, packing rapi, pengiriman cepat",0
"Luar biasa, gampang di pasang dan barang quality nya bagus

customer servise responsive banget dan sangat membantu",1
"Fast response,, tinggal mikir gmana masangnya aja nih, terutama parkir surveillence nya",0
"Pelayanannya bagus 
Layak bintang 5... Terimakasih banyak",1
barangnya bagus. masih dalam segel. packingnya bagus. harga bersaing.,0
barang sesuai pesanan...belum di cek dan test,0
